    0.000000        1.273552       0.7725278       0.6402345     
   0.5542526       0.4951313       0.4498256       0.4133332     
   0.3831003       0.3575151       0.3354956       0.3162862     
   0.2993400       0.2842505       0.2707107       0.2584879     
   0.2474054       0.2373301       0.2281600       0.2198143     
   0.2122239       0.2053248       0.1990545       0.1933510     
   0.1881543       0.1834077       0.1790598       0.1750644     
   0.1713815       0.1679759       0.1648178       0.1618809     
   0.1591427       0.1565832       0.1541848       0.1519321     
   0.1498109       0.1478087       0.1459145       0.1441186     
   0.1424127       0.1407905       0.1392478       0.1377873     
   0.1364101       0.1350697       0.1318948       0.1517791     
   0.1303049       0.1278457       0.1257021       0.1236714     
   0.1216945       0.1197904       0.1179403       0.1161325     
   0.1143580       0.1126093       0.1108796       0.1091628     
   0.1074528       0.1057437       0.1040294       0.1023038     
   0.1005605       9.8793447E-02   9.6996933E-02   9.5166087E-02 
   9.3297444E-02   9.1389440E-02   8.9442812E-02   8.7460659E-02 
   8.5448205E-02   8.3412141E-02   8.1359759E-02   7.9297982E-02 
   7.7232577E-02   7.5167648E-02   7.3105499E-02   7.1046874E-02 
   6.8991408E-02   6.6938095E-02   6.4885877E-02   6.2833957E-02 
   6.0782101E-02   5.8730710E-02   5.6680858E-02   5.4634228E-02 
   5.2592978E-02   5.0559655E-02   4.8537046E-02   4.6528064E-02 
   4.4535667E-02   4.2562746E-02   4.0612079E-02   3.8686257E-02 
   3.6787651E-02   3.4918386E-02   3.3080313E-02   3.1274997E-02 
   2.9503709E-02   2.7767438E-02   2.6066894E-02   2.4402514E-02 
   2.2774486E-02   2.1182764E-02   1.9627089E-02   1.8107016E-02 
   1.6621938E-02   1.5171119E-02   1.3753731E-02   1.2368892E-02 
   1.1015720E-02   9.6933972E-03   8.4012570E-03   7.1389126E-03 
   5.9064473E-03   4.7047380E-03   3.5360388E-03   2.4051641E-03 
   1.3221890E-03   3.0960448E-04  -6.1760604E-04  -6.1760604E-04
    0.000000       0.8449059       0.7725099       0.6402017     
   0.5542003       0.4950545       0.4497201       0.4131956     
   0.3829292       0.3573124       0.3352680       0.3160461     
   0.2991066       0.2840489       0.2705703       0.2584382     
   0.2474723       0.2375303       0.2284984       0.2202821     
   0.2128007       0.2059824       0.1997620       0.1940794     
   0.1888792       0.1841106       0.1797280       0.1756901     
   0.1719604       0.1685064       0.1652996       0.1623145     
   0.1595286       0.1569221       0.1544771       0.1521779     
   0.1500106       0.1479628       0.1460239       0.1441849     
   0.1424389       0.1407809       0.1392090       0.1377250     
   0.1363354       0.1350577       0.1338867       0.1333647     
   0.1304147       0.1279786       0.1258148       0.1237769     
   0.1218183       0.1199217       0.1180737       0.1162638     
   0.1144832       0.1127248       0.1109822       0.1092499     
   0.1075225       0.1057948       0.1040619       0.1023188     
   0.1005606       9.8782770E-02   9.6981049E-02   9.5151924E-02 
